Date,Customer_ID,Transaction_ID,SKU_Category,SKU,Quantity,Sales_Amount,Month,DayOfWeek,is_outlier
2016-03-06,7912,10770,H15,TGWSW,1.0,6.82,2016-03,Sunday,False
2016-03-06,7912,10770,8HU,GKNOY,1.0,2.04,2016-03,Sunday,False
2016-03-06,8519,10771,1VL,B214N,1.0,6.27,2016-03,Sunday,False
2016-03-06,8519,10771,7C6,4J10Q,1.0,4.41,2016-03,Sunday,False
2016-03-06,8519,10771,TW8,IWN1K,1.0,1.88,2016-03,Sunday,False
2016-03-06,3777,10772,YMJ,MGNU4,1.0,6.75,2016-03,Sunday,False
2016-03-06,3777,10772,0H2,TDLRP,1.0,9.68,2016-03,Sunday,False
2016-03-06,8710,10773,R6E,55UQO,1.0,10.81,2016-03,Sunday,False
2016-03-06,8710,10773,C8Z,ZUN8X,1.0,4.3,2016-03,Sunday,False
2016-03-06,2069,10774,P42,1MR3E,1.0,9.4,2016-03,Sunday,False
2016-03-06,3641,10775,29A,A59HR,1.0,3.12,2016-03,Sunday,False
2016-03-06,3641,10775,R6E,EIX2K,1.0,3.69,2016-03,Sunday,False
2016-03-06,5738,10776,PZW,FB3AG,1.0,6.13,2016-03,Sunday,False
2016-03-06,6164,10777,SJS,KCKVE,1.0,206.33,2016-03,Sunday,True
2016-03-06,6164,10777,FU5,W53F2,1.0,1.22,2016-03,Sunday,False
2016-03-06,6164,10777,SJS,6T7JT,3.0,12.43,2016-03,Sunday,False
2016-03-06,6706,10778,N8U,M6J9W,1.0,7.43,2016-03,Sunday,False
2016-03-06,9064,10779,QCG,DUW6T,1.0,5.29,2016-03,Sunday,False
2016-03-06,9004,10780,C3Y,OUWHY,2.0,17.21,2016-03,Sunday,False
2016-03-06,7704,10781,P42,OV1P9,1.0,7.23,2016-03,Sunday,False
2016-03-06,7704,10781,H8O,RDLFK,1.0,11.73,2016-03,Sunday,False
2016-03-06,8685,10782,P42,GR6UE,1.0,4.57,2016-03,Sunday,False
2016-03-06,8685,10782,P42,DMJ70,1.0,5.73,2016-03,Sunday,False
2016-03-06,9529,10783,FEW,CCC6P,1.0,12.08,2016-03,Sunday,False
2016-03-06,2105,10784,TVL,OTA6Z,1.0,4.02,2016-03,Sunday,False
2016-03-06,2105,10784,N8U,EMJ1S,1.0,3.68,2016-03,Sunday,False
2016-03-06,4769,10785,R6E,ZKKMF,1.0,7.44,2016-03,Sunday,False
2016-03-06,8613,10786,P42,JCYBN,1.0,5.38,2016-03,Sunday,False
2016-03-06,8613,10786,Q4N,ICTUQ,1.0,20.05,2016-03,Sunday,False
2016-03-07,4949,10787,7C6,4J10Q,2.0,8.82,2016-03,Monday,False
2016-03-07,4949,10787,FU5,6TXTJ,2.0,2.59,2016-03,Monday,False
2016-03-07,4949,10787,OXH,7LJOW,2.0,4.8,2016-03,Monday,False
2016-03-07,6369,10788,N8U,X05XH,3.0,17.92,2016-03,Monday,False
2016-03-07,3785,10789,VQD,NDCX9,1.0,2.84,2016-03,Monday,False
2016-03-07,3785,10789,U5F,VHZUD,2.0,5.43,2016-03,Monday,False
2016-03-07,3785,10789,N8U,X05XH,1.0,5.97,2016-03,Monday,False
2016-03-07,3785,10789,N8U,UNJKW,1.0,2.11,2016-03,Monday,False
2016-03-07,3785,10789,IEV,XSD5Z,2.0,6.27,2016-03,Monday,False
2016-03-07,3864,10790,2ML,XH98I,2.0,6.82,2016-03,Monday,False
2016-03-07,1335,10791,Q4N,GZOZ6,1.0,8.88,2016-03,Monday,False
2016-03-07,1335,10791,H1H,8H7SO,10.0,1.38,2016-03,Monday,False
2016-03-07,1335,10791,JPI,Y8N00,1.0,0.88,2016-03,Monday,False
2016-03-07,1335,10791,JPI,898P6,1.0,1.5,2016-03,Monday,False
2016-03-07,1656,10792,XG4,AHAE7,1.0,4.71,2016-03,Monday,False
2016-03-07,5599,10793,LPF,9KGJ8,1.0,7.77,2016-03,Monday,False
2016-03-07,5599,10793,7C6,7YBOX,1.0,13.66,2016-03,Monday,False
2016-03-07,5599,10793,EKM,W14J3,1.0,2.64,2016-03,Monday,False
2016-03-07,3683,10794,N8U,AMJ1M,1.0,5.32,2016-03,Monday,False
2016-03-07,3683,10794,29A,RH5J5,1.0,4.77,2016-03,Monday,False
2016-03-07,3683,10794,LGI,HR6V3,1.0,16.5,2016-03,Monday,False
2016-03-07,3683,10794,29A,A59HR,1.0,3.12,2016-03,Monday,False
2016-03-07,550,10795,P42,7Y2WS,1.0,4.02,2016-03,Monday,False
2016-03-07,550,10795,H15,E3PAN,1.0,9.68,2016-03,Monday,False
2016-03-07,550,10795,N8U,COWU2,1.0,3.82,2016-03,Monday,False
2016-03-07,8007,10796,N8U,85WDI,1.0,1.71,2016-03,Monday,False
2016-03-07,8007,10796,P42,H5VZS,1.0,5.66,2016-03,Monday,False
2016-03-07,8007,10796,N8U,H87RV,1.0,6.13,2016-03,Monday,False
2016-03-07,8007,10796,Q4N,EGB8E,1.0,11.13,2016-03,Monday,False
2016-03-07,4316,10797,LPF,G4701,2.0,12.11,2016-03,Monday,False
2016-03-07,4316,10797,8HU,X59YE,1.0,17.54,2016-03,Monday,False
2016-03-07,4316,10797,69K,VUDG1,2.0,21.39,2016-03,Monday,False
2016-03-07,4316,10797,XX1,ZQVBF,1.0,11.0,2016-03,Monday,False
2016-03-07,4316,10797,FU5,6TXTJ,3.0,3.88,2016-03,Monday,False
2016-03-07,4316,10797,9ZX,LJ26I,3.0,64.97,2016-03,Monday,False
2016-03-07,4316,10797,LPF,CYAX0,2.0,7.37,2016-03,Monday,False
2016-03-07,5867,10798,01F,ZN9A0,3.0,4.88,2016-03,Monday,False
2016-03-07,5867,10798,FU5,29DS1,1.0,9.35,2016-03,Monday,False
2016-03-07,5867,10798,N5F,H47NR,1.0,9.13,2016-03,Monday,False
2016-03-07,9607,10799,TW8,5M4KS,1.0,1.38,2016-03,Monday,False
2016-03-07,9607,10799,JPI,6D9BT,2.0,2.1,2016-03,Monday,False
2016-03-07,6239,10800,PZW,ENX9M,1.0,8.52,2016-03,Monday,False
2016-03-07,1528,10801,LSD,B0AQH,3.0,4.62,2016-03,Monday,False
2016-03-07,6070,10802,N5F,7IE9S,1.0,8.38,2016-03,Monday,False
2016-03-07,6070,10802,N8U,H87RV,1.0,6.13,2016-03,Monday,False
2016-03-07,1694,10803,XG4,IQNBU,1.0,5.16,2016-03,Monday,False
2016-03-07,1694,10803,SFC,IAR1N,1.0,1.11,2016-03,Monday,False
2016-03-07,4745,10804,YMJ,IP6VW,1.0,4.94,2016-03,Monday,False
2016-03-07,9626,10805,0H2,1XG54,1.0,6.96,2016-03,Monday,False
2016-03-07,9626,10805,0H2,1LGSE,1.0,4.23,2016-03,Monday,False
2016-03-07,4546,10806,N5F,6T22C,1.0,5.28,2016-03,Monday,False
2016-03-07,5371,10807,FU5,W53F2,9.0,10.92,2016-03,Monday,False
2016-03-07,5371,10807,9ZX,NRS3D,3.0,16.53,2016-03,Monday,False
2016-03-07,5371,10807,OXH,N0O1G,3.0,8.05,2016-03,Monday,False
2016-03-07,59,10808,N8U,UNJKW,1.0,2.11,2016-03,Monday,False
2016-03-07,59,10808,MU3,FBID9,1.0,4.38,2016-03,Monday,False
2016-03-07,4906,10809,N8U,NRRDV,2.0,5.18,2016-03,Monday,False
2016-03-07,4906,10809,AEB,JVRR6,1.0,0.96,2016-03,Monday,False
2016-03-07,4906,10809,MOE,N0D2P,1.0,2.86,2016-03,Monday,False
2016-03-07,4906,10809,P42,3RPTZ,1.0,3.31,2016-03,Monday,False
2016-03-07,5342,10810,FEW,3A6LA,1.0,5.52,2016-03,Monday,False
2016-03-07,5381,10811,FEW,GQH4S,1.0,10.57,2016-03,Monday,False
2016-03-07,5516,10812,0H2,ABFD7,1.0,4.84,2016-03,Monday,False
2016-03-07,5516,10812,1VL,GB05L,1.0,4.23,2016-03,Monday,False
2016-03-07,5516,10812,P42,7Y2WS,1.0,4.02,2016-03,Monday,False
2016-03-07,5516,10812,1EO,062O9,1.0,1.88,2016-03,Monday,False
2016-03-07,5516,10812,LSD,P9S1S,1.0,10.96,2016-03,Monday,False
2016-03-07,6722,10813,29A,IFUHU,1.0,11.19,2016-03,Monday,False
2016-03-07,7588,10814,N8U,CEBU8,1.0,2.86,2016-03,Monday,False
2016-03-07,7588,10814,1L6,SR20S,1.0,16.18,2016-03,Monday,False
2016-03-07,3803,10815,N8U,I36F2,1.0,4.63,2016-03,Monday,False
2016-03-07,3803,10815,0H2,51OBI,1.0,6.75,2016-03,Monday,False
2016-03-07,3704,10816,N8U,EMJ1S,1.0,3.68,2016-03,Monday,False
2016-03-07,2077,10817,29A,YXM33,1.0,13.38,2016-03,Monday,False
2016-03-07,2757,10818,IEV,PWG2Z,1.0,5.01,2016-03,Monday,False
2016-03-07,1305,10819,QCG,M4TM4,1.0,9.48,2016-03,Monday,False
2016-03-07,9316,10820,JPI,MKV69,1.0,1.58,2016-03,Monday,False
2016-03-07,9316,10820,JPI,UMIV5,1.0,1.98,2016-03,Monday,False
2016-03-07,8921,10821,U5F,VHZUD,2.0,5.43,2016-03,Monday,False
2016-03-07,8921,10821,TZB,3JP9W,1.0,8.93,2016-03,Monday,False
2016-03-07,2007,10822,N8U,TU0A5,1.0,3.54,2016-03,Monday,False
2016-03-07,26,10823,LPF,5S43J,1.0,11.48,2016-03,Monday,False
2016-03-07,26,10823,FU5,6TXTJ,2.0,2.59,2016-03,Monday,False
2016-03-07,3352,10824,SJS,7081I,1.0,33.83,2016-03,Monday,False
2016-03-07,3352,10824,SJS,2GC0V,1.0,33.29,2016-03,Monday,False
2016-03-07,4627,10825,0H2,9STQJ,1.0,6.75,2016-03,Monday,False
2016-03-07,2808,10826,J4R,NOD1K,1.0,43.42,2016-03,Monday,False
2016-03-07,9460,10827,R6E,F90L2,1.0,2.37,2016-03,Monday,False
2016-03-07,9460,10827,1L6,PQ5EZ,1.0,9.93,2016-03,Monday,False
2016-03-07,3212,10828,U5F,OGKA9,2.0,7.61,2016-03,Monday,False
2016-03-07,3212,10828,69K,C7BXU,1.0,6.07,2016-03,Monday,False
2016-03-07,3212,10828,IEV,VUOND,2.0,7.88,2016-03,Monday,False
2016-03-07,3212,10828,OXH,CW8KG,2.0,22.59,2016-03,Monday,False
2016-03-07,5959,10829,RU6,Q1NXK,3.0,10.27,2016-03,Monday,False
2016-03-07,8097,10830,8HU,7L73L,2.0,36.3,2016-03,Monday,False
2016-03-07,8097,10830,A38,W1ZMG,1.0,3.85,2016-03,Monday,False
2016-03-07,8097,10830,U5F,F7FQ5,2.0,4.86,2016-03,Monday,False
2016-03-07,8097,10830,U5F,53E2D,2.0,11.64,2016-03,Monday,False
2016-03-07,8097,10830,U5F,2SVKS,3.0,6.63,2016-03,Monday,False
2016-03-07,8097,10830,U5F,OGKA9,3.0,11.42,2016-03,Monday,False
2016-03-07,3563,10831,N8U,UQC6F,2.0,3.54,2016-03,Monday,False
2016-03-07,6584,10832,U5F,OEJ4F,2.0,5.0,2016-03,Monday,False
2016-03-07,1797,10833,A38,5ZREP,1.0,13.44,2016-03,Monday,False
2016-03-07,8050,10834,MEL,J40B4,1.0,8.19,2016-03,Monday,False
2016-03-07,7297,10835,H15,CLUON,1.0,3.46,2016-03,Monday,False
2016-03-07,7297,10835,R6E,F90L2,1.0,1.68,2016-03,Monday,False
2016-03-07,8902,10836,N5F,H47NR,1.0,9.13,2016-03,Monday,False
2016-03-07,8902,10836,N5F,Q8A50,1.0,30.88,2016-03,Monday,False
2016-03-07,6953,10837,L9F,J4MPJ,1.0,12.25,2016-03,Monday,False
2016-03-07,56,10838,0WT,NXTVK,1.0,2.04,2016-03,Monday,False
2016-03-07,56,10838,JPI,0HUPP,1.0,2.04,2016-03,Monday,False
2016-03-07,5495,10839,N8U,TL4WZ,1.0,4.0,2016-03,Monday,False
2016-03-07,5495,10839,A38,W1ZMG,1.0,3.85,2016-03,Monday,False
2016-03-07,5495,10839,IEV,KRX6I,2.0,3.53,2016-03,Monday,False
2016-03-07,5344,10840,0H2,JXPYA,1.0,2.59,2016-03,Monday,False
2016-03-07,3953,10841,0H2,8PUKV,1.0,5.38,2016-03,Monday,False
2016-03-07,8690,10842,DJI,FBMR0,1.0,15.95,2016-03,Monday,False
2016-03-07,4955,10843,P42,DMJ70,1.0,5.73,2016-03,Monday,False
2016-03-07,3183,10844,C8Z,2517R,1.0,13.12,2016-03,Monday,False
2016-03-07,1529,10845,PZW,7NSSW,1.0,7.43,2016-03,Monday,False
2016-03-07,1810,10846,EPM,6I4Z1,1.0,3.06,2016-03,Monday,False
2016-03-07,1810,10846,X52,2F33G,1.0,13.62,2016-03,Monday,False
2016-03-07,1475,10847,SFC,0B8JX,1.0,2.25,2016-03,Monday,False
2016-03-07,1475,10847,2O0,UCK6F,2.0,11.18,2016-03,Monday,False
2016-03-07,8514,10848,IEV,W69MG,2.0,12.96,2016-03,Monday,False
2016-03-07,8514,10848,N8U,TL4WZ,1.0,4.0,2016-03,Monday,False
2016-03-07,8514,10848,OXH,XJUD6,2.0,12.46,2016-03,Monday,False
2016-03-07,8514,10848,69K,C7BXU,1.0,6.07,2016-03,Monday,False
2016-03-07,8514,10848,LPF,U6L1W,2.0,20.54,2016-03,Monday,False
2016-03-07,8763,10849,9ZX,PV9XZ,2.0,16.8,2016-03,Monday,False
2016-03-07,8763,10849,LPF,U02QL,1.0,14.43,2016-03,Monday,False
2016-03-07,8763,10849,U5F,UHKW8,1.0,1.72,2016-03,Monday,False
2016-03-07,3420,10850,1EO,0SQIM,1.0,3.53,2016-03,Monday,False
2016-03-07,3420,10850,RML,FD2FL,1.0,12.45,2016-03,Monday,False
2016-03-07,3420,10850,1EO,Z60HJ,1.0,45.13,2016-03,Monday,False
2016-03-07,3420,10850,4Y8,7Z3OI,1.0,2.25,2016-03,Monday,False
2016-03-07,3812,10851,R6E,YIM6C,1.0,8.65,2016-03,Monday,False
2016-03-07,5223,10852,H15,11ECS,1.0,3.25,2016-03,Monday,False
2016-03-07,1119,10853,TVL,OTA6Z,2.0,8.04,2016-03,Monday,False
2016-03-07,342,10854,1VL,A5GZA,1.0,2.33,2016-03,Monday,False
2016-03-07,8192,10855,R6E,WKOLQ,1.0,1.75,2016-03,Monday,False
2016-03-07,1065,10856,OXH,UO4JS,2.0,9.57,2016-03,Monday,False
2016-03-07,1065,10856,6BZ,JO2C3,1.0,16.8,2016-03,Monday,False
2016-03-07,1065,10856,LPF,78AM5,2.0,7.5,2016-03,Monday,False
2016-03-07,1065,10856,OQA,DWJC4,2.0,25.74,2016-03,Monday,False
2016-03-07,1725,10857,SFC,AM6EH,1.0,1.29,2016-03,Monday,False
2016-03-07,1725,10857,X52,RT7VE,1.0,4.71,2016-03,Monday,False
2016-03-07,1065,10858,1L6,D8ZLI,2.0,15.75,2016-03,Monday,False
2016-03-07,7375,10859,8HU,6J6MA,1.0,4.11,2016-03,Monday,False
2016-03-07,7375,10859,U5F,LNMS8,2.0,8.37,2016-03,Monday,False
2016-03-07,2845,10860,H15,XJLWY,1.0,4.88,2016-03,Monday,False
2016-03-07,8783,10861,SFC,Y1ONL,1.0,2.06,2016-03,Monday,False
2016-03-07,8783,10861,JR5,CV0DB,1.0,6.75,2016-03,Monday,False
2016-03-07,7505,10862,BR0,XEP2E,1.0,27.08,2016-03,Monday,False
2016-03-07,4250,10863,BZU,SRKOW,1.0,7.23,2016-03,Monday,False
2016-03-07,4250,10863,JPI,S4HQP,1.0,1.84,2016-03,Monday,False
2016-03-07,5691,10864,J4R,UW49S,2.0,5.46,2016-03,Monday,False
2016-03-07,5691,10864,J4R,0RVXC,1.0,2.33,2016-03,Monday,False
2016-03-07,5691,10864,U5F,4X8P4,1.0,5.19,2016-03,Monday,False
2016-03-07,3517,10865,H15,Y6DHV,1.0,5.66,2016-03,Monday,False
2016-03-07,3517,10865,P42,JCYBN,1.0,5.38,2016-03,Monday,False
2016-03-07,1102,10866,XX1,NGVVF,1.0,1.75,2016-03,Monday,False
2016-03-07,1102,10866,LSD,NIF84,1.0,7.04,2016-03,Monday,False
2016-03-07,1102,10866,LSD,7RY83,1.0,11.08,2016-03,Monday,False
2016-03-07,1102,10866,CQK,3I7DJ,2.0,6.93,2016-03,Monday,False
2016-03-07,1102,10866,3WV,IXOH7,1.0,10.06,2016-03,Monday,False
2016-03-07,6926,10867,RML,FD2FL,1.0,12.45,2016-03,Monday,False
2016-03-07,4127,10868,LSD,ZFZHM,1.0,21.54,2016-03,Monday,False
2016-03-07,4127,10868,LPF,2XKMH,1.0,7.62,2016-03,Monday,False
2016-03-07,4127,10868,U5F,2SVKS,2.0,4.43,2016-03,Monday,False
2016-03-07,4127,10868,U5F,UHKW8,1.0,1.72,2016-03,Monday,False
2016-03-07,4127,10868,IEV,PWG2Z,1.0,5.01,2016-03,Monday,False
2016-03-07,7857,10869,XG4,6J4Z7,1.0,4.0,2016-03,Monday,False
2016-03-07,7857,10869,C8Z,M3T80,1.0,10.44,2016-03,Monday,False
2016-03-07,7857,10869,C8Z,5FESW,1.0,14.43,2016-03,Monday,False
2016-03-07,7857,10869,QCG,DJ7YG,1.0,12.18,2016-03,Monday,False
2016-03-07,7857,10869,QCG,NABDK,1.0,17.0,2016-03,Monday,False
2016-03-07,5943,10870,OXH,VU316,2.0,6.3,2016-03,Monday,False
2016-03-07,5943,10870,FU5,W53F2,3.0,3.65,2016-03,Monday,False
2016-03-07,5943,10870,LPF,J8DD7,3.0,11.49,2016-03,Monday,False
2016-03-07,8092,10871,N8U,89ULV,1.0,5.12,2016-03,Monday,False
2016-03-07,3520,10872,FWN,KKLTU,2.0,39.6,2016-03,Monday,False
2016-03-07,3520,10872,Z4O,44U4H,1.0,14.8,2016-03,Monday,False
2016-03-07,8686,10873,0H2,CZUZX,1.0,6.35,2016-03,Monday,False
2016-03-07,1355,10874,29A,LPLTZ,1.0,3.9,2016-03,Monday,False
2016-03-07,1355,10874,N8U,UNJKW,1.0,2.11,2016-03,Monday,False
2016-03-07,1355,10874,PA3,JHUY4,1.0,16.82,2016-03,Monday,False
2016-03-07,1355,10874,R6E,88188,1.0,6.12,2016-03,Monday,False
2016-03-07,4361,10875,N8U,ZDSYK,1.0,1.71,2016-03,Monday,False
2016-03-07,4361,10875,JKC,0TLU5,1.0,1.06,2016-03,Monday,False
2016-03-07,905,10876,J4R,Z7NJ2,1.0,6.75,2016-03,Monday,False
2016-03-07,905,10876,9ZX,B87MU,1.0,25.18,2016-03,Monday,False
2016-03-07,905,10876,EKM,R12GW,1.0,10.32,2016-03,Monday,False
2016-03-07,905,10876,LPF,BOH1U,1.0,25.45,2016-03,Monday,False
2016-03-07,905,10876,9ZX,LJ26I,2.0,43.3,2016-03,Monday,False
2016-03-07,6087,10877,7C6,4J10Q,2.0,8.8,2016-03,Monday,False
2016-03-07,125,10878,N8U,4A2M0,1.0,7.23,2016-03,Monday,False
2016-03-07,8648,10879,N8U,0AEJH,1.0,1.89,2016-03,Monday,False
2016-03-07,208,10880,P42,SWPY7,1.0,4.5,2016-03,Monday,False
2016-03-07,208,10880,EPM,3QF8J,2.0,2.0,2016-03,Monday,False
2016-03-07,3050,10881,P42,7Y2WS,1.0,4.02,2016-03,Monday,False
2016-03-07,3050,10881,0H2,AHJAJ,1.0,5.59,2016-03,Monday,False
2016-03-07,7163,10882,SFC,0KRMR,1.0,2.68,2016-03,Monday,False
2016-03-07,7163,10882,Q4N,1RZSS,1.0,9.87,2016-03,Monday,False
2016-03-07,4041,10883,SFC,W6SNJ,2.0,4.5,2016-03,Monday,False
2016-03-07,836,10884,X52,2BDVN,1.0,17.01,2016-03,Monday,False
2016-03-07,5388,10885,U5F,MJFJY,1.0,2.92,2016-03,Monday,False
2016-03-07,5388,10885,U5F,7KQ8D,1.0,2.73,2016-03,Monday,False
2016-03-07,5388,10885,8HU,OOJH8,1.0,3.29,2016-03,Monday,False
2016-03-07,5388,10885,U5F,J7YN6,1.0,8.19,2016-03,Monday,False
2016-03-07,4547,10886,N8U,X5TFY,1.0,3.96,2016-03,Monday,False
2016-03-07,7559,10887,P42,7Y2WS,1.0,4.02,2016-03,Monday,False
2016-03-07,7559,10887,LSD,9R1GN,1.0,8.14,2016-03,Monday,False
2016-03-07,7559,10887,C8Z,ZUN8X,1.0,4.3,2016-03,Monday,False
2016-03-07,4762,10888,N8U,UNJKW,1.0,2.11,2016-03,Monday,False
2016-03-07,4762,10888,JKC,HP8AG,1.0,4.06,2016-03,Monday,False
2016-03-07,3538,10889,LSD,88OZ9,1.0,3.81,2016-03,Monday,False
2016-03-07,3538,10889,N8U,QGK3S,1.0,5.69,2016-03,Monday,False
2016-03-07,3538,10889,9ZX,B87MU,1.0,25.18,2016-03,Monday,False
2016-03-07,3538,10889,IEV,L650N,2.0,4.23,2016-03,Monday,False
2016-03-07,3538,10889,BEQ,F0PNJ,1.0,5.73,2016-03,Monday,False
2016-03-07,4869,10890,H15,0HYIM,1.0,3.38,2016-03,Monday,False
2016-03-07,8024,10891,XX1,NGVVF,1.0,1.75,2016-03,Monday,False
2016-03-07,1768,10892,LRU,X2BTR,2.0,12.36,2016-03,Monday,False
2016-03-07,962,10893,AEB,JVRR6,1.0,0.96,2016-03,Monday,False
2016-03-07,962,10893,N8U,COWU2,1.0,3.82,2016-03,Monday,False
2016-03-07,962,10893,2ML,3SZO0,1.0,9.35,2016-03,Monday,False
2016-03-07,962,10893,N8U,BW1M6,1.0,1.42,2016-03,Monday,False
2016-03-07,4994,10894,YMJ,IZV38,1.0,7.98,2016-03,Monday,False
2016-03-07,7285,10895,0H2,JXPYA,1.0,2.59,2016-03,Monday,False
2016-03-07,8279,10896,LIB,H0PL2,1.0,9.48,2016-03,Monday,False
2016-03-07,424,10897,H15,4D1NN,1.0,6.62,2016-03,Monday,False
2016-03-07,2309,10898,A38,4HRWK,1.0,3.9,2016-03,Monday,False
2016-03-07,2309,10898,V9H,O2PIR,1.0,12.39,2016-03,Monday,False
2016-03-07,2309,10898,FU5,W53F2,1.0,1.22,2016-03,Monday,False
2016-03-07,2309,10898,U5F,J7YN6,1.0,8.19,2016-03,Monday,False
2016-03-07,2309,10898,N8U,EMJ1S,1.0,3.68,2016-03,Monday,False
2016-03-07,2309,10898,69K,C7BXU,1.0,6.07,2016-03,Monday,False
2016-03-07,2309,10898,LPF,HIR55,1.0,7.27,2016-03,Monday,False
2016-03-07,2309,10898,01F,8XU9Y,1.0,3.51,2016-03,Monday,False
2016-03-07,3434,10899,QLB,CIFHC,1.0,5.4,2016-03,Monday,False
2016-03-07,3434,10899,Z23,5KLUY,1.0,3.9,2016-03,Monday,False
2016-03-07,6412,10900,YMJ,ZHQJ1,1.0,9.7,2016-03,Monday,False
2016-03-07,6475,10901,Z4O,1L81V,1.0,2.06,2016-03,Monday,False
2016-03-07,3391,10902,0H2,RUNZF,1.0,7.88,2016-03,Monday,False
2016-03-07,2432,10903,0WT,I9SAW,1.0,2.19,2016-03,Monday,False
2016-03-07,3767,10904,P42,OV1P9,2.0,14.46,2016-03,Monday,False
2016-03-07,2410,10905,LPF,M4315,2.0,19.17,2016-03,Monday,False
2016-03-07,1833,10906,R6E,1MGBO,1.0,8.46,2016-03,Monday,False
2016-03-07,1833,10906,LSD,4AZHE,1.0,7.73,2016-03,Monday,False
2016-03-07,1833,10906,1VL,ZRKO8,1.0,2.54,2016-03,Monday,False
2016-03-07,2087,10907,FEW,A4R06,1.0,10.57,2016-03,Monday,False
2016-03-07,5357,10908,2ML,5IT1P,1.0,9.82,2016-03,Monday,False
2016-03-07,5357,10908,JKC,0TLU5,1.0,1.06,2016-03,Monday,False
2016-03-07,8645,10909,N8U,14V9T,1.0,3.41,2016-03,Monday,False
2016-03-07,2216,10910,OXH,VL9SL,1.0,10.23,2016-03,Monday,False
2016-03-07,2216,10910,JPI,72CDS,1.0,0.82,2016-03,Monday,False
2016-03-07,7654,10911,3WV,G5W0N,1.0,12.18,2016-03,Monday,False
2016-03-07,7654,10911,R6E,B4KFE,1.0,5.62,2016-03,Monday,False
2016-03-07,6288,10912,FEW,KZ80B,1.0,9.38,2016-03,Monday,False
2016-03-07,7460,10913,4Y8,QJ00W,1.0,13.5,2016-03,Monday,False
2016-03-07,7460,10913,J4R,7PLZY,2.0,9.96,2016-03,Monday,False
2016-03-07,7460,10913,J4R,A9P11,1.0,7.3,2016-03,Monday,False
2016-03-07,7460,10913,FEW,NBF18,1.0,10.85,2016-03,Monday,False
2016-03-07,7309,10914,LGI,2EA1M,1.0,6.18,2016-03,Monday,False
2016-03-07,1660,10915,FZT,K7ARZ,1.0,1.59,2016-03,Monday,False
2016-03-07,325,10916,29A,LPLTZ,2.0,7.8,2016-03,Monday,False
2016-03-07,325,10916,LPF,W85U8,2.0,10.5,2016-03,Monday,False
2016-03-07,325,10916,IEV,KRX6I,2.0,3.53,2016-03,Monday,False
2016-03-07,325,10916,U5F,NXWMB,1.0,3.65,2016-03,Monday,False
2016-03-07,325,10916,LRU,X2BTR,2.0,12.36,2016-03,Monday,False
2016-03-07,6297,10917,P42,XFPMV,1.0,8.37,2016-03,Monday,False
2016-03-07,68,10918,H15,2666K,1.0,7.23,2016-03,Monday,False
2016-03-07,68,10918,H15,E3PAN,1.0,9.68,2016-03,Monday,False
2016-03-07,8375,10919,6BZ,5GEWY,3.0,112.66,2016-03,Monday,True
2016-03-07,7034,10920,6BZ,3NCL3,1.0,291.81,2016-03,Monday,True
2016-03-07,7034,10920,8HU,20XCP,1.0,15.83,2016-03,Monday,False
2016-03-07,8691,10921,P42,XFPMV,1.0,8.37,2016-03,Monday,False
2016-03-07,8437,10922,0KX,U4HWE,1.0,3.63,2016-03,Monday,False
2016-03-07,7737,10923,R6E,UN0SI,1.0,2.19,2016-03,Monday,False
2016-03-07,7737,10923,C8Z,ZUN8X,1.0,4.3,2016-03,Monday,False
2016-03-07,3486,10924,N8U,ZDSYK,1.0,1.71,2016-03,Monday,False
2016-03-07,3486,10924,P42,9XBLL,1.0,9.35,2016-03,Monday,False
2016-03-07,6099,10925,0H2,PUT4X,1.0,7.57,2016-03,Monday,False
2016-03-07,6099,10925,N8U,UNJKW,1.0,2.11,2016-03,Monday,False
2016-03-07,4762,10926,JPI,898P6,1.0,1.5,2016-03,Monday,False
2016-03-07,4299,10927,O38,O1RNE,1.0,3.63,2016-03,Monday,False
2016-03-07,7723,10928,N8U,UQC6F,1.0,1.77,2016-03,Monday,False
2016-03-07,7723,10928,FEW,QWSWG,1.0,5.12,2016-03,Monday,False
2016-03-07,7723,10928,N8U,GWGFZ,1.0,4.84,2016-03,Monday,False
2016-03-07,7723,10928,29A,A59HR,1.0,3.12,2016-03,Monday,False
2016-03-07,7723,10928,1TS,TDARA,1.0,3.0,2016-03,Monday,False
2016-03-07,745,10929,0H2,RUNZF,1.0,7.88,2016-03,Monday,False
2016-03-07,8388,10930,JPI,55FAC,1.0,1.16,2016-03,Monday,False
2016-03-07,8388,10930,Q4N,16GCL,1.0,26.43,2016-03,Monday,False
2016-03-07,1077,10931,P42,X8B9P,1.0,8.0,2016-03,Monday,False
2016-03-07,5389,10932,P42,GR6UE,1.0,4.57,2016-03,Monday,False
2016-03-07,5389,10932,LPF,4009E,1.0,6.33,2016-03,Monday,False
2016-03-07,5389,10932,LPF,226UR,0.67,11.07,2016-03,Monday,False
2016-03-07,5389,10932,QCG,M4TM4,1.0,9.48,2016-03,Monday,False
2016-03-07,5389,10932,OXH,DCQM1,1.0,20.82,2016-03,Monday,False
2016-03-07,5389,10932,XG4,ZSVWE,1.0,6.75,2016-03,Monday,False
2016-03-07,5389,10932,LPF,BOH1U,1.0,25.45,2016-03,Monday,False
2016-03-07,5389,10932,FZT,7BMCX,1.0,8.6,2016-03,Monday,False
